Acc mean,Acc std,New observation,Normality,Time,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18
0.0,0.0,0.5454545454545454,True,2004-02-19 11:26:53,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
,,1.0,True,2004-02-19 12:16:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0
1.0,0.0,1.0,True,2004-02-19 12:48:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0
1.0,0.0,1.0,True,2004-02-19 14:11:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0
1.0,0.0,0.9412698412698414,False,2004-02-19 14:36:16,0.6428571428571428,0.7111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0
0.9853174603174604,0.025430904714304904,0.8760942760942761,False,2004-02-19 15:01:30,0.7111111111111111,0.6666666666666669,0.851851851851852,0.851851851851852,0.851851851851852,0.851851851851852,0.851851851851852,1.0,1.0,1.0,1.0,0,0,0,0,0,0
0.9634728234728236,0.04925583586913033,0.8759937032664304,False,2004-02-19 16:24:30,0.7575757575757575,0.6233766233766234,0.7571428571428572,0.8744588744588745,0.8744588744588745,0.8744588744588745,0.8744588744588745,1.0,1.0,1.0,1.0,0,0,0,0,0,0
0.9488929701050913,0.055539551316412736,0.8927322677322678,False,2004-02-19 16:56:35,0.7912087912087912,0.673076923076923,0.7916666666666666,0.891025641025641,0.891025641025641,0.891025641025641,0.891025641025641,1.0,1.0,1.0,1.0,0,0,0,0,0,0
0.9408700126232594,0.05504712283423638,0.9054593554593555,True,2004-02-19 17:41:38,0.8166666666666667,0.711111111111111,0.8174603174603174,0.9037037037037037,0.9037037037037037,0.9037037037037037,0.9037037037037037,1.0,1.0,1.0,1.0,0,0,0,0,0,0
0.9364436804777714,0.052806812341040156,0.7567604617604619,False,2004-02-20 10:18:41,0.6805555555555557,0.6,0.72,0.8,0.8,0.8,0.8,0.7809523809523808,0.7809523809523808,0.7809523809523808,0.7809523809523808,0,0,0,0,0,0
0.9164788783980704,0.07528257480752282,0.641662615459407,False,2004-02-20 12:10:01,0.5764705882352941,0.5133689839572193,0.6363636363636364,0.7080213903743316,0.7080213903743316,0.7080213903743316,0.7080213903743316,0.6249999999999999,0.6249999999999999,0.6249999999999999,0.6249999999999999,0,0,0,0,0,0
0.888997252104204,0.10907739232529706,0.5528074223261389,False,2004-02-20 12:21:02,0.494949494949495,0.44444444444444436,0.565826330532213,0.6296296296296295,0.6296296296296295,0.6296296296296295,0.6296296296296295,0.5142857142857143,0.5142857142857143,0.5142857142857143,0.5142857142857143,0,0,0,0,0,0
0.858434540306198,0.14197551131161654,0.590560794867015,False,2004-02-20 12:35:28,0.5333333333333333,0.48461538461538467,0.5980335454019664,0.6564102564102564,0.6564102564102564,0.6564102564102564,0.6564102564102564,0.5636363636363637,0.5636363636363637,0.5636363636363637,0.5636363636363637,0,0,0,0,0,0
0.8361117281862661,0.15478591455578772,0.6228083604706981,False,2004-02-20 12:43:34,0.5664335664335665,0.5194805194805194,0.6258503401360545,0.6796536796536797,0.6796536796536797,0.6796536796536797,0.6796536796536797,0.6051282051282052,0.6051282051282052,0.6051282051282052,0.6051282051282052,0,0,0,0,0,0
0.81970377682353,0.15920538441181456,0.6378049486745138,False,2004-02-20 13:12:00,0.5952380952380951,0.5500000000000002,0.6501035196687369,0.7,0.7,0.7,0.7,0.6051282051282052,0.6051282051282052,0.6051282051282052,0.6051282051282052,0,0,0,0,0,0
0.8067110033843147,0.1604071651751219,0.5704058441558442,False,2004-02-20 13:26:46,0.5333333333333333,0.49500000000000005,0.5937500000000001,0.6392857142857143,0.6392857142857143,0.6392857142857143,0.6392857142857143,0.523809523809524,0.523809523809524,0.523809523809524,0.523809523809524,0,0,0,0,0,0
0.7909573261024166,0.16579985404350708,0.5980717391145198,False,2004-02-20 13:28:01,0.5601851851851851,0.5228758169934641,0.6165158371040723,0.6591970121381886,0.6591970121381886,0.6591970121381886,0.6591970121381886,0.5606060606060606,0.5606060606060606,0.5606060606060606,0.5606060606060606,0,0,0,0,0,0
0.7789019769156731,0.16718691272348446,0.6225101151571739,True,2004-02-20 15:06:42,0.5841784989858012,0.5478927203065134,0.6369047619047618,0.6770662287903667,0.6770662287903667,0.6770662287903667,0.6770662287903667,0.5925925925925927,0.5925925925925927,0.5925925925925927,0.5925925925925927,0,0,0,0,0,0
0.7697024556357615,0.16631704393225774,0.6340513633382904,True,2004-02-20 15:30:19,0.6057347670250895,0.5704584040747028,0.6552631578947368,0.6931845743390735,0.6931845743390735,0.6931845743390735,0.6931845743390735,0.5925925925925927,0.5925925925925927,0.5925925925925927,0.5925925925925927,0,0,0,0,0,0
0.7621662838414575,0.16459074390844836,0.6546548696518791,True,2004-02-20 15:35:37,0.6251993620414672,0.5909090909090908,0.671875,0.7077922077922079,0.7077922077922079,0.7077922077922079,0.7077922077922079,0.6205128205128205,0.6205128205128205,0.6205128205128205,0.6205128205128205,0,0,0,0,0,0
0.7565077883577954,0.1619896658457383,0.6641600696222544,True,2004-02-20 15:42:02,0.6428571428571428,0.6095238095238095,0.6869747899159664,0.7210884353741497,0.7210884353741497,0.7210884353741497,0.7210884353741497,0.6205128205128205,0.6205128205128205,0.6205128205128205,0.6205128205128205,0,0,0,0,0,0
